Date,Commodity,Price
1/1/94,Metals  & Minerals,31.91
2/1/94,Metals  & Minerals,33.48
3/1/94,Metals  & Minerals,33.78
4/1/94,Metals  & Minerals,33.38
5/1/94,Metals  & Minerals,35.64
6/1/94,Metals  & Minerals,37.83
7/1/94,Metals  & Minerals,39.43
8/1/94,Metals  & Minerals,38.52
9/1/94,Metals  & Minerals,40.75
10/1/94,Metals  & Minerals,42.85
11/1/94,Metals  & Minerals,47.11
12/1/94,Metals  & Minerals,48.11
1/1/95,Metals  & Minerals,51.23
2/1/95,Metals  & Minerals,48.01
3/1/95,Metals  & Minerals,46.51
4/1/95,Metals  & Minerals,47.03
5/1/95,Metals  & Minerals,45.19
6/1/95,Metals  & Minerals,46.81
7/1/95,Metals  & Minerals,48.51
8/1/95,Metals  & Minerals,48.8
9/1/95,Metals  & Minerals,46.27
10/1/95,Metals  & Minerals,44.58
11/1/95,Metals  & Minerals,45.5
12/1/95,Metals  & Minerals,45.1
1/1/96,Metals  & Minerals,42.8
2/1/96,Metals  & Minerals,42.63
3/1/96,Metals  & Minerals,43.03
4/1/96,Metals  & Minerals,42.9
5/1/96,Metals  & Minerals,43.23
6/1/96,Metals  & Minerals,39.22
7/1/96,Metals  & Minerals,37.76
8/1/96,Metals  & Minerals,37.91
9/1/96,Metals  & Minerals,36.94
10/1/96,Metals  & Minerals,36.01
11/1/96,Metals  & Minerals,38.81
12/1/96,Metals  & Minerals,39.43
1/1/97,Metals  & Minerals,41.51
2/1/97,Metals  & Minerals,41.81
3/1/97,Metals  & Minerals,42.75
4/1/97,Metals  & Minerals,41.43
5/1/97,Metals  & Minerals,43.02
6/1/97,Metals  & Minerals,42.72
7/1/97,Metals  & Minerals,42.42
8/1/97,Metals  & Minerals,43.06
9/1/97,Metals  & Minerals,41.01
10/1/97,Metals  & Minerals,39.95
11/1/97,Metals  & Minerals,38.84
12/1/97,Metals  & Minerals,36.96
1/1/98,Metals  & Minerals,35.94
2/1/98,Metals  & Minerals,35.42
3/1/98,Metals  & Minerals,35.58
4/1/98,Metals  & Minerals,35.73
5/1/98,Metals  & Minerals,34.51
6/1/98,Metals  & Minerals,33.14
7/1/98,Metals  & Minerals,33.1
8/1/98,Metals  & Minerals,32.85
9/1/98,Metals  & Minerals,33.29
10/1/98,Metals  & Minerals,32.28
11/1/98,Metals  & Minerals,32.26
12/1/98,Metals  & Minerals,31.06
1/1/99,Metals  & Minerals,30.1
2/1/99,Metals  & Minerals,29.93
3/1/99,Metals  & Minerals,29.87
4/1/99,Metals  & Minerals,31.53
5/1/99,Metals  & Minerals,32.51
6/1/99,Metals  & Minerals,31.73
7/1/99,Metals  & Minerals,34.25
8/1/99,Metals  & Minerals,35.02
9/1/99,Metals  & Minerals,36.64
10/1/99,Metals  & Minerals,36.31
11/1/99,Metals  & Minerals,36.56
12/1/99,Metals  & Minerals,37.86
1/1/00,Metals  & Minerals,40.05
2/1/00,Metals  & Minerals,40
3/1/00,Metals  & Minerals,38.79
4/1/00,Metals  & Minerals,36.8
5/1/00,Metals  & Minerals,37.67
6/1/00,Metals  & Minerals,37.29
7/1/00,Metals  & Minerals,38.18
8/1/00,Metals  & Minerals,38.05
9/1/00,Metals  & Minerals,39.85
10/1/00,Metals  & Minerals,37.68
11/1/00,Metals  & Minerals,36.62
12/1/00,Metals  & Minerals,38.01
1/1/01,Metals  & Minerals,38.3
2/1/01,Metals  & Minerals,37.87
3/1/01,Metals  & Minerals,36.38
4/1/01,Metals  & Minerals,35.82
5/1/01,Metals  & Minerals,36.63
6/1/01,Metals  & Minerals,35.1
7/1/01,Metals  & Minerals,33.69
8/1/01,Metals  & Minerals,32.67
9/1/01,Metals  & Minerals,31.8
10/1/01,Metals  & Minerals,30.65
11/1/01,Metals  & Minerals,31.62
12/1/01,Metals  & Minerals,32.08
1/1/02,Metals  & Minerals,32.82
2/1/02,Metals  & Minerals,33.04
3/1/02,Metals  & Minerals,33.98
4/1/02,Metals  & Minerals,33.63
5/1/02,Metals  & Minerals,33.17
6/1/02,Metals  & Minerals,33.7
7/1/02,Metals  & Minerals,33.28
8/1/02,Metals  & Minerals,31.83
9/1/02,Metals  & Minerals,31.95
10/1/02,Metals  & Minerals,32.17
11/1/02,Metals  & Minerals,33.66
12/1/02,Metals  & Minerals,33.78
1/1/03,Metals  & Minerals,34.72
2/1/03,Metals  & Minerals,35.71
3/1/03,Metals  & Minerals,35.09
4/1/03,Metals  & Minerals,33.76
5/1/03,Metals  & Minerals,35.12
6/1/03,Metals  & Minerals,35.69
7/1/03,Metals  & Minerals,36.21
8/1/03,Metals  & Minerals,36.9
9/1/03,Metals  & Minerals,36.8
10/1/03,Metals  & Minerals,38.83
11/1/03,Metals  & Minerals,40.4
12/1/03,Metals  & Minerals,42.73
1/1/04,Metals  & Minerals,45.87
2/1/04,Metals  & Minerals,48.75
3/1/04,Metals  & Minerals,49.26
4/1/04,Metals  & Minerals,49.42
5/1/04,Metals  & Minerals,46.47
6/1/04,Metals  & Minerals,47.8
7/1/04,Metals  & Minerals,49.34
8/1/04,Metals  & Minerals,48.79
9/1/04,Metals  & Minerals,49.28
10/1/04,Metals  & Minerals,51.65
11/1/04,Metals  & Minerals,52.1
12/1/04,Metals  & Minerals,52.66
1/1/05,Metals  & Minerals,56.4
2/1/05,Metals  & Minerals,57.94
3/1/05,Metals  & Minerals,60.22
4/1/05,Metals  & Minerals,59.05
5/1/05,Metals  & Minerals,56.65
6/1/05,Metals  & Minerals,57.62
7/1/05,Metals  & Minerals,57.77
8/1/05,Metals  & Minerals,60.14
9/1/05,Metals  & Minerals,60.04
10/1/05,Metals  & Minerals,61.68
11/1/05,Metals  & Minerals,64.36
12/1/05,Metals  & Minerals,69.37
1/1/06,Metals  & Minerals,73.13
2/1/06,Metals  & Minerals,75.58
3/1/06,Metals  & Minerals,76.35
4/1/06,Metals  & Minerals,87.8
5/1/06,Metals  & Minerals,101.27
6/1/06,Metals  & Minerals,91.46
7/1/06,Metals  & Minerals,97.17
8/1/06,Metals  & Minerals,98.01
9/1/06,Metals  & Minerals,97.79
10/1/06,Metals  & Minerals,101.7
11/1/06,Metals  & Minerals,101.07
12/1/06,Metals  & Minerals,101.77
1/1/07,Metals  & Minerals,96.83
2/1/07,Metals  & Minerals,98.69
3/1/07,Metals  & Minerals,104.59
4/1/07,Metals  & Minerals,114.38
5/1/07,Metals  & Minerals,116.38
6/1/07,Metals  & Minerals,110.02
7/1/07,Metals  & Minerals,111.06
8/1/07,Metals  & Minerals,105.49
9/1/07,Metals  & Minerals,108.18
10/1/07,Metals  & Minerals,114.42
11/1/07,Metals  & Minerals,112.14
12/1/07,Metals  & Minerals,105.31
1/1/08,Metals  & Minerals,109.55
2/1/08,Metals  & Minerals,117.66
3/1/08,Metals  & Minerals,126.26
4/1/08,Metals  & Minerals,125.45
5/1/08,Metals  & Minerals,121.31
6/1/08,Metals  & Minerals,117.98
7/1/08,Metals  & Minerals,118.91
8/1/08,Metals  & Minerals,109.9
9/1/08,Metals  & Minerals,98.02
10/1/08,Metals  & Minerals,72.29
11/1/08,Metals  & Minerals,58.71
12/1/08,Metals  & Minerals,50.63
1/1/09,Metals  & Minerals,51.69
2/1/09,Metals  & Minerals,51.01
3/1/09,Metals  & Minerals,51.82
4/1/09,Metals  & Minerals,56.74
5/1/09,Metals  & Minerals,59.43
6/1/09,Metals  & Minerals,65.57
7/1/09,Metals  & Minerals,69.67
8/1/09,Metals  & Minerals,81.63
9/1/09,Metals  & Minerals,77.94
10/1/09,Metals  & Minerals,80.53
11/1/09,Metals  & Minerals,84.7
12/1/09,Metals  & Minerals,90.29
1/1/10,Metals  & Minerals,96.58
2/1/10,Metals  & Minerals,91.11
3/1/10,Metals  & Minerals,99.42
4/1/10,Metals  & Minerals,108.15
5/1/10,Metals  & Minerals,96.02
6/1/10,Metals  & Minerals,89.09
7/1/10,Metals  & Minerals,89.2
8/1/10,Metals  & Minerals,97.59
9/1/10,Metals  & Minerals,100.64
10/1/10,Metals  & Minerals,108.27
11/1/10,Metals  & Minerals,109.43
12/1/10,Metals  & Minerals,114.52
1/1/11,Metals  & Minerals,120.81
2/1/11,Metals  & Minerals,125.82
3/1/11,Metals  & Minerals,121.37
4/1/11,Metals  & Minerals,124.29
5/1/11,Metals  & Minerals,118.49
6/1/11,Metals  & Minerals,116.98
7/1/11,Metals  & Minerals,120.99
8/1/11,Metals  & Minerals,114.77
9/1/11,Metals  & Minerals,109.08
10/1/11,Metals  & Minerals,98.39
11/1/11,Metals  & Minerals,95.84
12/1/11,Metals  & Minerals,95.08
1/1/12,Metals  & Minerals,100.5
2/1/12,Metals  & Minerals,104.01
3/1/12,Metals  & Minerals,103.54
4/1/12,Metals  & Minerals,100.95
5/1/12,Metals  & Minerals,96.63
6/1/12,Metals  & Minerals,91.63
7/1/12,Metals  & Minerals,91.19
8/1/12,Metals  & Minerals,87.65
9/1/12,Metals  & Minerals,93.59
10/1/12,Metals  & Minerals,94
11/1/12,Metals  & Minerals,92.42
12/1/12,Metals  & Minerals,97.42
1/1/13,Metals  & Minerals,100.29
2/1/13,Metals  & Minerals,101.34
3/1/13,Metals  & Minerals,94.55
4/1/13,Metals  & Minerals,90.73
5/1/13,Metals  & Minerals,88.32
6/1/13,Metals  & Minerals,85.41
7/1/13,Metals  & Minerals,85.67
8/1/13,Metals  & Minerals,89.64
9/1/13,Metals  & Minerals,88.15
10/1/13,Metals  & Minerals,89.07
11/1/13,Metals  & Minerals,87.82
12/1/13,Metals  & Minerals,88.71
1/1/14,Metals  & Minerals,88.08
2/1/14,Metals  & Minerals,86.16
3/1/14,Metals  & Minerals,82.98
4/1/14,Metals  & Minerals,85.48
5/1/14,Metals  & Minerals,84.85
6/1/14,Metals  & Minerals,84.36
7/1/14,Metals  & Minerals,88.18
8/1/14,Metals  & Minerals,88.03
9/1/14,Metals  & Minerals,85.07
10/1/14,Metals  & Minerals,82.62
11/1/14,Metals  & Minerals,82.86
12/1/14,Metals  & Minerals,78.83
1/1/15,Metals  & Minerals,73.85
2/1/15,Metals  & Minerals,72.37
3/1/15,Metals  & Minerals,71.78
4/1/15,Metals  & Minerals,72.14
5/1/15,Metals  & Minerals,74.64
6/1/15,Metals  & Minerals,70.31
7/1/15,Metals  & Minerals,65.75
8/1/15,Metals  & Minerals,62.65
9/1/15,Metals  & Minerals,63.4
10/1/15,Metals  & Minerals,62.22
11/1/15,Metals  & Minerals,57.83
12/1/15,Metals  & Minerals,56.31
1/1/16,Metals  & Minerals,55.21
2/1/16,Metals  & Minerals,57.68
3/1/16,Metals  & Minerals,61.19
4/1/16,Metals  & Minerals,62
5/1/16,Metals  & Minerals,59.98
6/1/16,Metals  & Minerals,60.26
7/1/16,Metals  & Minerals,63.49
8/1/16,Metals  & Minerals,63.78
9/1/16,Metals  & Minerals,62.83
10/1/16,Metals  & Minerals,64.13
11/1/16,Metals  & Minerals,71.53
12/1/16,Metals  & Minerals,73.54
1/1/17,Metals  & Minerals,74.54
2/1/17,Metals  & Minerals,77.94
3/1/17,Metals  & Minerals,77.34
4/1/17,Metals  & Minerals,74.04
5/1/17,Metals  & Minerals,72.24
6/1/17,Metals  & Minerals,71.71
7/1/17,Metals  & Minerals,75.39
8/1/17,Metals  & Minerals,81.56
9/1/17,Metals  & Minerals,82.68
10/1/17,Metals  & Minerals,83.39
11/1/17,Metals  & Minerals,83.46
12/1/17,Metals  & Minerals,84.11
1/1/18,Metals  & Minerals,88.57
2/1/18,Metals  & Minerals,88.61
3/1/18,Metals  & Minerals,84.47
4/1/18,Metals  & Minerals,86.45
5/1/18,Metals  & Minerals,86.79
6/1/18,Metals  & Minerals,86.98
7/1/18,Metals  & Minerals,79.77
8/1/18,Metals  & Minerals,78.12
9/1/18,Metals  & Minerals,77.44
10/1/18,Metals  & Minerals,79.35
11/1/18,Metals  & Minerals,77.5
12/1/18,Metals  & Minerals,76.07
1/1/19,Metals  & Minerals,75.77
2/1/19,Metals  & Minerals,80.12
3/1/19,Metals  & Minerals,81.1
4/1/19,Metals  & Minerals,81.6
5/1/19,Metals  & Minerals,78.65
6/1/19,Metals  & Minerals,78.53
7/1/19,Metals  & Minerals,81.03
8/1/19,Metals  & Minerals,76.05
9/1/19,Metals  & Minerals,77.32
10/1/19,Metals  & Minerals,76.46
11/1/19,Metals  & Minerals,76.22
12/1/19,Metals  & Minerals,77.47
1/1/20,Metals  & Minerals,77.7
2/1/20,Metals  & Minerals,73.02
3/1/20,Metals  & Minerals,68.71
4/1/20,Metals  & Minerals,65.55
5/1/20,Metals  & Minerals,68.01
6/1/20,Metals  & Minerals,73.68
7/1/20,Metals  & Minerals,79.09
8/1/20,Metals  & Minerals,83.48
9/1/20,Metals  & Minerals,85.12
10/1/20,Metals  & Minerals,85.49
11/1/20,Metals  & Minerals,90.28
12/1/20,Metals  & Minerals,99.65
1/1/21,Metals  & Minerals,102.84
2/1/21,Metals  & Minerals,106.39
3/1/21,Metals  & Minerals,110.22
4/1/21,Metals  & Minerals,115.32
5/1/21,Metals  & Minerals,125.79
6/1/21,Metals  & Minerals,124.27
7/1/21,Metals  & Minerals,124.52
8/1/21,Metals  & Minerals,119.04
9/1/21,Metals  & Minerals,116.81
10/1/21,Metals  & Minerals,121.38
11/1/21,Metals  & Minerals,114.02
12/1/21,Metals  & Minerals,116.72
1/1/22,Metals  & Minerals,125.23
2/1/22,Metals  & Minerals,131.18
3/1/22,Metals  & Minerals,141.28
4/1/22,Metals  & Minerals,138.09
1/1/79,Base Metals (ex Iron Ore),36.1
2/1/79,Base Metals (ex Iron Ore),40.88
3/1/79,Base Metals (ex Iron Ore),43.37
4/1/79,Base Metals (ex Iron Ore),44.34
5/1/79,Base Metals (ex Iron Ore),43.7
6/1/79,Base Metals (ex Iron Ore),44.15
7/1/79,Base Metals (ex Iron Ore),42.62
8/1/79,Base Metals (ex Iron Ore),43.74
9/1/79,Base Metals (ex Iron Ore),45.54
10/1/79,Base Metals (ex Iron Ore),48.12
11/1/79,Base Metals (ex Iron Ore),48.85
12/1/79,Base Metals (ex Iron Ore),51.2
1/1/80,Base Metals (ex Iron Ore),55.55
2/1/80,Base Metals (ex Iron Ore),59.16
3/1/80,Base Metals (ex Iron Ore),52.59
4/1/80,Base Metals (ex Iron Ore),49.89
5/1/80,Base Metals (ex Iron Ore),46.97
6/1/80,Base Metals (ex Iron Ore),45.25
7/1/80,Base Metals (ex Iron Ore),47.96
8/1/80,Base Metals (ex Iron Ore),47.9
9/1/80,Base Metals (ex Iron Ore),45.98
10/1/80,Base Metals (ex Iron Ore),45.37
11/1/80,Base Metals (ex Iron Ore),43.01
12/1/80,Base Metals (ex Iron Ore),40.82
1/1/81,Base Metals (ex Iron Ore),40.67
2/1/81,Base Metals (ex Iron Ore),40.34
3/1/81,Base Metals (ex Iron Ore),40.35
4/1/81,Base Metals (ex Iron Ore),39.43
5/1/81,Base Metals (ex Iron Ore),37.77
6/1/81,Base Metals (ex Iron Ore),36.43
7/1/81,Base Metals (ex Iron Ore),35.67
8/1/81,Base Metals (ex Iron Ore),37.49
9/1/81,Base Metals (ex Iron Ore),35.84
10/1/81,Base Metals (ex Iron Ore),34.83
11/1/81,Base Metals (ex Iron Ore),33.8
12/1/81,Base Metals (ex Iron Ore),34.7
1/1/82,Base Metals (ex Iron Ore),34.15
2/1/82,Base Metals (ex Iron Ore),33.68
3/1/82,Base Metals (ex Iron Ore),31.73
4/1/82,Base Metals (ex Iron Ore),31.01
5/1/82,Base Metals (ex Iron Ore),30.65
6/1/82,Base Metals (ex Iron Ore),27.99
7/1/82,Base Metals (ex Iron Ore),29.55
8/1/82,Base Metals (ex Iron Ore),29.64
9/1/82,Base Metals (ex Iron Ore),29.33
10/1/82,Base Metals (ex Iron Ore),29.2
11/1/82,Base Metals (ex Iron Ore),28.89
12/1/82,Base Metals (ex Iron Ore),29.36
1/1/83,Base Metals (ex Iron Ore),31.54
2/1/83,Base Metals (ex Iron Ore),34.6
3/1/83,Base Metals (ex Iron Ore),35.68
4/1/83,Base Metals (ex Iron Ore),37.2
5/1/83,Base Metals (ex Iron Ore),39.25
6/1/83,Base Metals (ex Iron Ore),38.88
7/1/83,Base Metals (ex Iron Ore),39.71
8/1/83,Base Metals (ex Iron Ore),40.7
9/1/83,Base Metals (ex Iron Ore),40.44
10/1/83,Base Metals (ex Iron Ore),38.89
11/1/83,Base Metals (ex Iron Ore),37.8
12/1/83,Base Metals (ex Iron Ore),38.43
1/1/84,Base Metals (ex Iron Ore),38.38
2/1/84,Base Metals (ex Iron Ore),37.96
3/1/84,Base Metals (ex Iron Ore),38.11
4/1/84,Base Metals (ex Iron Ore),37.01
5/1/84,Base Metals (ex Iron Ore),35.02
6/1/84,Base Metals (ex Iron Ore),34.35
7/1/84,Base Metals (ex Iron Ore),32.14
8/1/84,Base Metals (ex Iron Ore),31.73
9/1/84,Base Metals (ex Iron Ore),29.56
10/1/84,Base Metals (ex Iron Ore),29.59
11/1/84,Base Metals (ex Iron Ore),32.01
12/1/84,Base Metals (ex Iron Ore),31
1/1/85,Base Metals (ex Iron Ore),30.92
2/1/85,Base Metals (ex Iron Ore),31.47
3/1/85,Base Metals (ex Iron Ore),31.61
4/1/85,Base Metals (ex Iron Ore),32.74
5/1/85,Base Metals (ex Iron Ore),32.84
6/1/85,Base Metals (ex Iron Ore),31
7/1/85,Base Metals (ex Iron Ore),30.71
8/1/85,Base Metals (ex Iron Ore),30.32
9/1/85,Base Metals (ex Iron Ore),29.15
10/1/85,Base Metals (ex Iron Ore),28.76
11/1/85,Base Metals (ex Iron Ore),27.88
12/1/85,Base Metals (ex Iron Ore),29.48
1/1/86,Base Metals (ex Iron Ore),30.57
2/1/86,Base Metals (ex Iron Ore),30.32
3/1/86,Base Metals (ex Iron Ore),31.39
4/1/86,Base Metals (ex Iron Ore),31.09
5/1/86,Base Metals (ex Iron Ore),31.1
6/1/86,Base Metals (ex Iron Ore),31.63
7/1/86,Base Metals (ex Iron Ore),30.17
8/1/86,Base Metals (ex Iron Ore),30
9/1/86,Base Metals (ex Iron Ore),31.54
10/1/86,Base Metals (ex Iron Ore),30.73
11/1/86,Base Metals (ex Iron Ore),30.14
12/1/86,Base Metals (ex Iron Ore),30.38
1/1/87,Base Metals (ex Iron Ore),30.89
2/1/87,Base Metals (ex Iron Ore),32.83
3/1/87,Base Metals (ex Iron Ore),34.66
4/1/87,Base Metals (ex Iron Ore),35.5
5/1/87,Base Metals (ex Iron Ore),36.46
6/1/87,Base Metals (ex Iron Ore),37.71
7/1/87,Base Metals (ex Iron Ore),41.25
8/1/87,Base Metals (ex Iron Ore),44.23
9/1/87,Base Metals (ex Iron Ore),43.47
10/1/87,Base Metals (ex Iron Ore),47.92
11/1/87,Base Metals (ex Iron Ore),47.51
12/1/87,Base Metals (ex Iron Ore),52.68
1/1/88,Base Metals (ex Iron Ore),54.31
2/1/88,Base Metals (ex Iron Ore),54.51
3/1/88,Base Metals (ex Iron Ore),63.93
4/1/88,Base Metals (ex Iron Ore),64.54
5/1/88,Base Metals (ex Iron Ore),72.64
6/1/88,Base Metals (ex Iron Ore),81.97
7/1/88,Base Metals (ex Iron Ore),64.05
8/1/88,Base Metals (ex Iron Ore),65.76
9/1/88,Base Metals (ex Iron Ore),61.5
10/1/88,Base Metals (ex Iron Ore),63.81
11/1/88,Base Metals (ex Iron Ore),68.15
12/1/88,Base Metals (ex Iron Ore),72.96
1/1/89,Base Metals (ex Iron Ore),71.35
2/1/89,Base Metals (ex Iron Ore),67.07
3/1/89,Base Metals (ex Iron Ore),65.99
4/1/89,Base Metals (ex Iron Ore),64.48
5/1/89,Base Metals (ex Iron Ore),63.26
6/1/89,Base Metals (ex Iron Ore),56.02
7/1/89,Base Metals (ex Iron Ore),53.59
8/1/89,Base Metals (ex Iron Ore),56.3
9/1/89,Base Metals (ex Iron Ore),54.82
10/1/89,Base Metals (ex Iron Ore),55.74
11/1/89,Base Metals (ex Iron Ore),51.94
12/1/89,Base Metals (ex Iron Ore),48.9
1/1/90,Base Metals (ex Iron Ore),45.79
2/1/90,Base Metals (ex Iron Ore),44.85
3/1/90,Base Metals (ex Iron Ore),50.07
4/1/90,Base Metals (ex Iron Ore),49.63
5/1/90,Base Metals (ex Iron Ore),50.08
6/1/90,Base Metals (ex Iron Ore),49.4
7/1/90,Base Metals (ex Iron Ore),50.88
8/1/90,Base Metals (ex Iron Ore),55.95
9/1/90,Base Metals (ex Iron Ore),60.42
10/1/90,Base Metals (ex Iron Ore),55.55
11/1/90,Base Metals (ex Iron Ore),49.09
12/1/90,Base Metals (ex Iron Ore),46.67
1/1/91,Base Metals (ex Iron Ore),46.36
2/1/91,Base Metals (ex Iron Ore),46.19
3/1/91,Base Metals (ex Iron Ore),45.85
4/1/91,Base Metals (ex Iron Ore),44.94
5/1/91,Base Metals (ex Iron Ore),41.79
6/1/91,Base Metals (ex Iron Ore),40.77
7/1/91,Base Metals (ex Iron Ore),41.32
8/1/91,Base Metals (ex Iron Ore),40.46
9/1/91,Base Metals (ex Iron Ore),40.09
10/1/91,Base Metals (ex Iron Ore),39.2
11/1/91,Base Metals (ex Iron Ore),39.19
12/1/91,Base Metals (ex Iron Ore),37.83
1/1/92,Base Metals (ex Iron Ore),38.59
2/1/92,Base Metals (ex Iron Ore),40.48
3/1/92,Base Metals (ex Iron Ore),40.83
4/1/92,Base Metals (ex Iron Ore),41.55
5/1/92,Base Metals (ex Iron Ore),41.55
6/1/92,Base Metals (ex Iron Ore),41.65
7/1/92,Base Metals (ex Iron Ore),43.72
8/1/92,Base Metals (ex Iron Ore),43.6
9/1/92,Base Metals (ex Iron Ore),42.19
10/1/92,Base Metals (ex Iron Ore),38.79
11/1/92,Base Metals (ex Iron Ore),37.27
12/1/92,Base Metals (ex Iron Ore),38.4
1/1/93,Base Metals (ex Iron Ore),38.81
2/1/93,Base Metals (ex Iron Ore),38.5
3/1/93,Base Metals (ex Iron Ore),37.12
4/1/93,Base Metals (ex Iron Ore),35.23
5/1/93,Base Metals (ex Iron Ore),34.31
6/1/93,Base Metals (ex Iron Ore),35.01
7/1/93,Base Metals (ex Iron Ore),35.78
8/1/93,Base Metals (ex Iron Ore),35.19
9/1/93,Base Metals (ex Iron Ore),33.55
10/1/93,Base Metals (ex Iron Ore),31.94
11/1/93,Base Metals (ex Iron Ore),31.25
12/1/93,Base Metals (ex Iron Ore),33.07
1/1/94,Base Metals (ex Iron Ore),35.11
2/1/94,Base Metals (ex Iron Ore),37.04
3/1/94,Base Metals (ex Iron Ore),37.41
4/1/94,Base Metals (ex Iron Ore),36.92
5/1/94,Base Metals (ex Iron Ore),39.71
6/1/94,Base Metals (ex Iron Ore),42.4
7/1/94,Base Metals (ex Iron Ore),44.38
8/1/94,Base Metals (ex Iron Ore),43.25
9/1/94,Base Metals (ex Iron Ore),46.01
10/1/94,Base Metals (ex Iron Ore),48.6
11/1/94,Base Metals (ex Iron Ore),53.84
12/1/94,Base Metals (ex Iron Ore),55.08
1/1/95,Base Metals (ex Iron Ore),58.62
2/1/95,Base Metals (ex Iron Ore),54.65
3/1/95,Base Metals (ex Iron Ore),52.8
4/1/95,Base Metals (ex Iron Ore),53.44
5/1/95,Base Metals (ex Iron Ore),51.17
6/1/95,Base Metals (ex Iron Ore),53.17
7/1/95,Base Metals (ex Iron Ore),55.27
8/1/95,Base Metals (ex Iron Ore),55.62
9/1/95,Base Metals (ex Iron Ore),52.5
10/1/95,Base Metals (ex Iron Ore),50.41
11/1/95,Base Metals (ex Iron Ore),51.56
12/1/95,Base Metals (ex Iron Ore),51.06
1/1/96,Base Metals (ex Iron Ore),47.97
2/1/96,Base Metals (ex Iron Ore),47.76
3/1/96,Base Metals (ex Iron Ore),48.25
4/1/96,Base Metals (ex Iron Ore),48.09
5/1/96,Base Metals (ex Iron Ore),48.5
6/1/96,Base Metals (ex Iron Ore),43.55
7/1/96,Base Metals (ex Iron Ore),41.76
8/1/96,Base Metals (ex Iron Ore),41.94
9/1/96,Base Metals (ex Iron Ore),40.75
10/1/96,Base Metals (ex Iron Ore),39.6
11/1/96,Base Metals (ex Iron Ore),43.05
12/1/96,Base Metals (ex Iron Ore),43.81
1/1/97,Base Metals (ex Iron Ore),46.35
2/1/97,Base Metals (ex Iron Ore),46.72
3/1/97,Base Metals (ex Iron Ore),47.88
4/1/97,Base Metals (ex Iron Ore),46.26
5/1/97,Base Metals (ex Iron Ore),48.21
6/1/97,Base Metals (ex Iron Ore),47.84
7/1/97,Base Metals (ex Iron Ore),47.48
8/1/97,Base Metals (ex Iron Ore),48.27
9/1/97,Base Metals (ex Iron Ore),45.74
10/1/97,Base Metals (ex Iron Ore),44.43
11/1/97,Base Metals (ex Iron Ore),43.07
12/1/97,Base Metals (ex Iron Ore),40.75
1/1/98,Base Metals (ex Iron Ore),39.35
2/1/98,Base Metals (ex Iron Ore),38.72
3/1/98,Base Metals (ex Iron Ore),38.9
4/1/98,Base Metals (ex Iron Ore),39.1
5/1/98,Base Metals (ex Iron Ore),37.6
6/1/98,Base Metals (ex Iron Ore),35.9
7/1/98,Base Metals (ex Iron Ore),35.85
8/1/98,Base Metals (ex Iron Ore),35.55
9/1/98,Base Metals (ex Iron Ore),36.09
10/1/98,Base Metals (ex Iron Ore),34.85
11/1/98,Base Metals (ex Iron Ore),34.82
12/1/98,Base Metals (ex Iron Ore),33.34
1/1/99,Base Metals (ex Iron Ore),32.7
2/1/99,Base Metals (ex Iron Ore),32.49
3/1/99,Base Metals (ex Iron Ore),32.42
4/1/99,Base Metals (ex Iron Ore),34.47
5/1/99,Base Metals (ex Iron Ore),35.68
6/1/99,Base Metals (ex Iron Ore),34.71
7/1/99,Base Metals (ex Iron Ore),37.81
8/1/99,Base Metals (ex Iron Ore),38.76
9/1/99,Base Metals (ex Iron Ore),40.76
10/1/99,Base Metals (ex Iron Ore),40.35
11/1/99,Base Metals (ex Iron Ore),40.66
12/1/99,Base Metals (ex Iron Ore),42.27
1/1/00,Base Metals (ex Iron Ore),44.78
2/1/00,Base Metals (ex Iron Ore),44.72
3/1/00,Base Metals (ex Iron Ore),43.22
4/1/00,Base Metals (ex Iron Ore),40.77
5/1/00,Base Metals (ex Iron Ore),41.84
6/1/00,Base Metals (ex Iron Ore),41.37
7/1/00,Base Metals (ex Iron Ore),42.47
8/1/00,Base Metals (ex Iron Ore),42.31
9/1/00,Base Metals (ex Iron Ore),44.53
10/1/00,Base Metals (ex Iron Ore),41.85
11/1/00,Base Metals (ex Iron Ore),40.54
12/1/00,Base Metals (ex Iron Ore),42.25
1/1/01,Base Metals (ex Iron Ore),42.42
2/1/01,Base Metals (ex Iron Ore),41.88
3/1/01,Base Metals (ex Iron Ore),40.05
4/1/01,Base Metals (ex Iron Ore),39.37
5/1/01,Base Metals (ex Iron Ore),40.36
6/1/01,Base Metals (ex Iron Ore),38.47
7/1/01,Base Metals (ex Iron Ore),36.73
8/1/01,Base Metals (ex Iron Ore),35.47
9/1/01,Base Metals (ex Iron Ore),34.4
10/1/01,Base Metals (ex Iron Ore),32.99
11/1/01,Base Metals (ex Iron Ore),34.18
12/1/01,Base Metals (ex Iron Ore),34.76
1/1/02,Base Metals (ex Iron Ore),35.78
2/1/02,Base Metals (ex Iron Ore),36.04
3/1/02,Base Metals (ex Iron Ore),37.21
4/1/02,Base Metals (ex Iron Ore),36.77
5/1/02,Base Metals (ex Iron Ore),36.22
6/1/02,Base Metals (ex Iron Ore),36.87
7/1/02,Base Metals (ex Iron Ore),36.35
8/1/02,Base Metals (ex Iron Ore),34.56
9/1/02,Base Metals (ex Iron Ore),34.7
10/1/02,Base Metals (ex Iron Ore),34.98
11/1/02,Base Metals (ex Iron Ore),36.81
12/1/02,Base Metals (ex Iron Ore),36.96
